오디션 명,기획사 명,시작 나이,끝 나이,분야,성별,접수 마감일,상세정보,URL,
2022 P NATION 7월 센터 오디션,P NATION,2003,2012,"보컬,랩,댄스,연기",모두,2022-07-09,"2022 P NATION 7월 센터 오디션

* 코로나 19 방역 수칙을 준수하기 위하여 사전 접수로만 진행됩니다. 그로 인해 당일 현장 접수는 받지 않으며, 마감 기한 내 사전 접수를 하지 않은 분들은 오디션 진행이 어려운 점 미리 양해 부탁드립니다.

1. 지원 분야
- 보컬, 랩, 연기 (한 가지 분야만 선택 가능)
- 댄스는 현장에서 자유롭게 지원 가능 (현장에서 랜덤으로 나오는 음악에 맞춰 1분 내 Free Dance로 진행)

2. 지원 대상
국적, 성별 무관 / 2003년생 ~ 2012년생

3. 사전 접수
- 일정: 7월 1일 오후 1시부터 7월 9일 오후 6시까지 접수 가능 (선착순 200명)
- 방법:
1) 페이지 마지막 장에 있는 QR코드로 접수
2) 접수 완료된 지원자에게는 개별 이메일로 오디션 참가 번호와 시간, 장소 안내

4. 오디션 일정
- 7월 10일 일요일
* 센터 오디션은 매월 둘째 주 일요일에 진행 예정이며, 혹시라도 일정이 변경될 시에는 개별 이메일을 통해서 재공지 하도록 하겠습니다.

5. 오디션 당일 준비 사항
- 보컬 / 랩 : 1분 내 자유 곡 (무반주로 진행, 악기 사용 금지)
- 연기: 동선이 없는 자유 연기 1분 내 (소품 사용 금지)

6. 오디션 공지 및 문의
- 이메일: audition@pnation.com
- 카카오톡 채널: pnationaudition

_____________________________________

[온라인 오디션 (E-Mail 오디션) 지원 방법]
?
- 지원 분야 : 보컬, 랩, 댄스, 연기, 음악 프로듀싱
- 지원 대상 : 나이, 국적, 성별 무관
- 지원 방법 : https://www.pnation.com/audition
에서 오디션 지원서 다운로드 후 작성 (지원서 다운로드가 어려운 경우 간단한 자기소개 작성도 가능) 하여 1~3분 분량의 보컬, 랩, 댄스, 연기 영상 / 음원과 함께 audition@pnation.com 로 전송
- 지원 시간 : 상시 지원 가능
- 결과 발표 : 합격자에 한해 개별 연락 예정",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1728,250
플레디스 X 일반인들의 소름돋는 라이브 VOCAL PLAY,플레디스 엔터테인먼트,2001,2008,보컬,모두,2021-10-10,"플레디스 X 일반인들의 소름돋는 라이브
VOCAL PLAY
?
?참여 기간
2021년 9월 19일 ~ 10월 10일
?
?참여 자격
2001년생 ~ 2008년생
성별, 국적 제한 없음
?
?참여 방법
Google Form 작성 (제보/지원)
1분 이상의 보컬 영상 첨부 필수
?
?최종 PLAYER 혜택
장학금 100만원
플레디스 보컬 트레이닝 기회
[일반인들의 소름돋는 라이브] 보컬 영상 업로드
?
?제보 이벤트
제보 영상 중 선정된 PLAYER와 제보자에게 각 10만원 상품권 증정
?
?문의
@PLEDISAUDITION
 플레디스 캐스팅팀 공식 페이스북
?
?비고
- 제보/지원 영상에 대한 권한은 플레디스 엔터테인먼트에 귀속되며, 개인 정보는 목적 이외의 용도로 사용되지 않습니다.
- 진행 일정은 당사의 사정에 따라 변동될 수 있습니다.
- 통과자에 한해 개별적으로 연락드립니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1726,251
2020 SOURCE MUSIC UNTACT GLOBAL AUDITION,쏘스뮤직,2002,0,-,모두,2020-12-20,"_지원 자격: 국적 불문 19세 이하 소녀 (2002년생 포함, 이후 출생자)
_접수 마감: 2020년 12월 20일 일요일
_접수 방법: 언어권/ 연령 확인 후 구글폼 작성
*중복지원 불가, 구글폼 내 소개글을 꼭 읽은 후 지원해주시기 바랍니다
*만 14세 이상: 2020년 기준/ 2005년생 포함, 이전 출생자
*만 14세 미만: 2020년 기준/ 2006년생 포함, 이후 출생자
[한국/ 만 14세 이상]: https://forms.gle/vEMuCnjeQJ4TxBB86

[한국/ 만 14세 미만]: https://forms.gle/eAFbgsEW73YghUHb8

주의사항:
- 연령에 따른 작성 구글폼을 꼭 확인해주시기 바랍니다.
- 작성된 모든 내용에 따른 책임은 작성자에게 있으며 이에 따른 불이익은 책임지지 않습니다.
- 본 오디션은 합격자에 한하여 개별연락 예정입니다.
- 설문지 내, #1-4 항목은 필터를 사용하지 않고 얼굴 확인이 가능한 상반신(증명사진 기준) 이미지로 업로드 해주시기 바랍니다.
- 설문지 내, #1-5 항목은 #1-4 와 다른 파일로 업로드를 해주시기 바랍니다
* 핸드폰 또는 캠코더의 기본 촬영 모드로 촬영 (필터 카메라 사용 시 접수 불가)
* 과도한 메이크업 및 필터 카메라 사용 시 심사 진행이 어려울 수도 있습니다.


문의사항: audition@sourcemusic.com",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1721,252
플레디스 X 일반인들의 소름돋는 라이브 VOCAL PLAY2??,플레디스 X 일반인들의 소름돋는 라이브,2002,2009,보컬,모두,2022-01-31,"플레디스 X 일반인들의 소름돋는 라이브?
VOCAL PLAY2?
?
참여 기간?
2022년 1월 10일 - 1월 31일?
?
참여 자격?
2002년생 - 2009년생?
성별, 국적 제한 없음?
?
참여 방법?
구글폼 (제보/지원)?
(※1분 이상의 보컬 영상 첨부 필수)?
?
최종 PLAYER 혜택?
장학금 100만원?
스튜디오 녹음 및 촬영?
[일반인들의 소름돋는 라이브] SNS 채널 영상 업로드 기회?
?
추천 이벤트?
추첨을 통해 제보자와 추천 인원에게 각 50만원 장학금 지급?
?
문의?
플레디스 캐스팅팀 공식 인스타그램?
?
비고?
- 제보/지원 자료에 대한 권한은 플레디스 엔터테인먼트에 귀속되며, 개인 정보는 목적 이외의 용도로 사용되지 않습니다.?
- 진행 일정은 당사의 사정에 따라 변동될 수 있습니다.?
- 통과자에 한해 개별적으로 연락드립니다.?
- 최종 PLAYER에 선정되지 않아도 플레디스 연습생의 기회가 주어질 수 있습니다.?
?

#플레디스 #플레디스오디션 #PLEDIS #PLEDISAUDITION #보컬 #노래 #오디션 #장학금",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1716,253
"2020년 폴라리스주니어 마지막 오디션 ""TAG_POLARIS_JUNIOR""",폴라리스 엔터테인먼트,0,0,"보컬,랩,댄스,연기,기타",모두,2020-12-31,"안녕하세요.
폴라리스엔터테인먼트 신인개발팀입니다.
2020년 폴라리스주니어 마지막 오디션 ""TAG_POLARIS_JUNIOR"" 오디션이 오픈되었습니다.
Vocal, Rap, Dance, Visual, Acting 등 폴라리스 엔터테인먼트에 미래 Junior가 되실 분들은 자신있는 분야에 TAG를 걸어주세요.

*WHO?
- 폴라리스주니어가 되고싶은 친구들

*HOW?
- 폴라리스주니어 팔로우 진행
- 지원하고싶은 분야 한가지를 선택하여 @polaris_junior 계정을 태그!

*PERIOD?
- 2020년 12월1일(화) ~ 12월31일(목)

여러분의 많은 지원 부탁드립니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1715,254
2021 UMI ENT BOYGROUP IDOL AUDITION,유엠아이 엔터테인먼트,2000,2006,"보컬,랩,댄스,연기,기타",남자,2021-06-30,"2021 유엠아이엔터테인먼트 남자아이돌 오디션
2021 UMI ENT BOYGROUP IDOL AUDITION
?
안녕하세요, 유엠아이엔터테인먼트 신인개발팀입니다!
?
?모집기간
- 2021년 6월 30일까지
?
?모집대상
- 2000년~2006년 (16-22세) , 남자
?
?모집분야
- 보이그룹
노래
, 댄스
, 연기
, 랩
, 비주얼
 등
?
?오디션 진행
1차 서류심사
2차 본사 비공개 오디션
3차 최종 면접
?
?오디션 접수 방법
- 유엠아이엔터테인먼트 오디션 이메일접수
https://www.umient.com/audition

- 유엠아이엔터테인먼트 신인개발팀 인스타그램 #태그

instagram.com/umientaudition
- 유엠아이엔터테인먼트 신인개발팀 카카오톡 +플러스친구 간편접수
http://pf.kakao.com/_xcPxlHK/chat

?
?오디션 문의
- 카카오톡 플러스친구로 1:1 문의가능
- 오디션 이메일로도 가능
?
?오디션 이메일 접수
- 자세한 내용은 유엠아이엔터테인먼트 홈페이지 참고
?
?오디션 인스타그램 접수
- 인스타그램 게시물 사진&영상 업로드
- 유엠아이엔터테인먼트 신인개발팀 계정 @umientaudition
 태그
?
?오디션 카카오톡 +플러스친구 간편접수
- 가장 빠르고 간편한 접수
- 카카오톡 '유엠아이엔터테인먼트 신인개발팀' 검색
- 친구추가 후 1:1 채팅 참여
- '오디션 신청합니다' 채팅 보내기
?
?오디션 유의사항
- 영상이나 사진을 과도한 포토샵 및 임의로 편집, 미첨부시 심사에서 자동 제외
- 오디션 접수시 사진과 영상이 첨부되지 않았을 경우 심사에서 자동 제외
- 접수하신 서류는 반환되지 않습니다
- 불합격 통보는 따로 전달되지 않습니다
- 수집 된 개인정보는 공정거래위원회 개인정보취급방침에 준수하여 처리됩니다",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=37&document_srl=351,255
MLD KIDS&JUNIOR AUDITION 키즈&주니어오디션 (전국 일정),MLD 엔터테인먼트,2005,2011,"보컬,랩,댄스,연기,모델",모두,2020-12-04,"MLD KIDS&JUNIOR AUDITION
  1. 접수기간
2020.11.09 (월) ~ 2020.12.04 (금) 6PM
  2. 지원자격
2011년생 (10세) ~ 2005년생 (16세)
성별, 국적 제한 없음
  3. 지원분야
보컬/랩 : 무반주 자유곡
댄스 : 자유곡 (오프라인 참가자는 스마트폰에 음원 준비)
연기 : 자유 연기
모델 : 자유 포즈
* 모든 분야 1분 이내/ 중복지원 불가능
  4. 진행지역
대구 : 2020.12.11 (금) 6PM 파이브뮤직앤댄스학원
광주 : 2020.12.12 (토) 2PM 고실용예술아카데미 시내점
서울 : 2020.12.13 (일) 2PM 에이루트아카데미
대전 : 2020.12.18 (금) 6PM 대전댄스보컬학원 은행점
부산 : 2020.12.19 (토) 3PM 학엔터아카데미
인천 : 2020.12.20 (일) 2PM SM댄스아카데미 송도국제도시점
  5. 지원방법
온라인 : 이메일접수(audition@mldenter.com)
오프라인 : 이메일 사전접수 > 해당지역 아카데미 참가
- 이메일 제목 : ""키즈&주니어오디션"" (이름/전화번호/참가지역) 필수 기입
- 사전접수 마감 이후 오디션 시간 이메일 개별 공지예정
- 반드시 사전접수 / 당일 현장 접수 불가능
  * 오디션 지원 방법
STEP1 - www.mldenter.com 접속
STEP2 - AUDITION 페이지 > 지원서 다운로드
STEP3 - 지원서 + 지원분야 파일 첨부
지원메일 : audition@mldenter.com
  6. 합격자 발표
온라인 : 심사 후 1차 합격자에 한해 개별통보
오프라인 : 오디션 종료 후 합격자에 한해 일주일 내 개별통보

  #MLD엔터테인먼트 #MLDentertainment #MLD_KIDS&JUNIOR_AUDITION #온라인오디션 #키즈오디션 #주니어오디션 #오디션 #audition #캐스팅 #casting #신인개발팀 #연습생 #모모랜드 #MOMOLAND #T1419",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=37&document_srl=348,256
BlockBerryCreative 인스타그램 크리스마스 필터 오디션,블록베리크리에이티브,2001,0,-,모두,2022-12-31,"인스타그램 크리스마스 필터 오디션

- 지원 기간 : 2022. 12. 12 ~ 12. 31

- 지원 자격 : 2001년 이후 출생자 (성별, 국적 무관)

- 지원 방법
(1) 블록베리크리에이티브 신인개발팀 인스타그램 팔로우 후 또는 QR스캔
(2) 크리스마스 필터 ‘사용해보기’
(3) ‘얼굴 정면’ 사진 촬영 후 DM으로 사진 전송
(4) [이름/생년월일/키&몸무게/연락처, SNS ID]를 함께 보내주세요

*유의사항*
과한 보정이 적용된 파일은 심사 대상에서 제외됩니다.
합격자에 한하여 개별 연락 드립니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=37&document_srl=344,257
하우엔터테인먼트 2021 TEENCREW CHALLENGE,하우엔터테인먼트,2001,0,"보컬,랩,댄스",여자,2021-03-31,"[지원자격]
- 국적 불문, 2001년생 이하(포함) 출생 여자

[지원 분야] *1가지 택일 / 팀 지원 가능
- 보컬/랩 (상반신 촬영)
- 댄스 (전신 촬영)

[지원 기간]
- 2021.01.16.(토) ~ 2021.03.31.(수)

[지원 방법]
STAGE 1. 하우 신인개발팀 인스타그램 계정 팔로우 & 1분 이내 지원 영상 DM 전송
STAGE 2. 이름/년생/연락처(ex. 김 OO/03년생/010-1234-5678) 전송
STAGE 3. 접수 완료(합격자에 한해 3일 이내 DM 연락)

Attention!
* 영상은 본인의 얼굴이 식별 가능하게 촬영해 주세요.
* 팀 지원 시 대표 정보는 필히 기재해 주세요. (ex. 팀_김 OO/03년생/010-1234-5678]
* 지원 분야 및 지원자 중복은 불가능하니 이점 참고해 주세요.

[비고]
* 본 오디션의 최종 합격자에게는 2021 하우 엔터테인먼트 데뷔조 후보의 기회가 부여됩니다.
* 본 오디션은 합격자에 한해서만 개별 연락을 드리고 있사오니 이점 양해 부탁드립니다.

[문의사항]
- 하우 신인개발팀 인스타그램 계정(@how_audition)


#하우엔터테인먼트 #틴크루챌린지 #하우신인개발팀 #아이돌지망생 #걸그룹오디션 #캐스팅 #casting #오디션 #audition #가수지망생 #온라인오디션 #신인개발팀",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=37&document_srl=340,258
2021 FNC PICK UP STAGE : YOUTH,FNC 엔터테인먼트,2003,2010,"보컬,랩,댄스,연기,기타",모두,2021-07-14,"[2021 FNC PICK UP STAGE : YOUTH]

2021년 7월 [2021 FNC PICK UP STAGE : YOUTH] 전국 오디션이 개최됩니다.
꿈과 열정 있는 청소년 여러분들의 많은 지원을 기다립니다. 



■ 지원 분야
  보컬 / 랩 / 댄스 / 악기 / 연기 / 비주얼 

■ 준비사항
  -보컬/랩 : 무반주로 1분가량 가요로 준비
-댄스 : 랜덤 재생되는 음악으로 1분가량 평가
-연기 : 1분 30초 이내 자유연기 1개 이상 준비 (지정 대본 없음)
-비주얼 : 자기 PR 30초 준비
-연주 : 건반, 드럼, 기타, 베이스 등 실용음악에 관련된 모든 악기로 1분가량 자유 연주

※ 기타, 베이스는 개인 악기를 지참하셔야 하며, 건반은 '서울지역'에서만 현장심사를 하오니 그 외 지역 참가자는 영상 준비 부탁드립니다. 드럼 역시 현장에서 영상 평가로 대체될 예정이오니, 사전에 연주 영상을 촬영하여 준비해오시기 바랍니다.

■ 지원 자격
  대한민국에 거주 중인 2003년생~2010년생 청소년이라면 누구나
   ■ 사전 접수 방법
  카카오톡 채널 계정(@FNC캐스팅팀)으로 접수
  ■ 지원 양식



■ 지역 예선 일정

| 사전 접수기간 | 2021.07.14 (수) 오후 18:00 마감



■ 선발 과정


※ 각 차수 합격자에 한하여 개별 연락
※ 오디션 당일 현장 참가자는 오디션 지원 불가 (사전접수만 진행)
※ 모든 오디션 일정은 코로나19 예방수칙에 의거하여 진행
  ■ 시상 내역
  | 최종 합격자 | 최종 오디션 합격자 전원에게는 연습생 계약 및 트레이닝 기회 부여
| Dream Big상 | 최고점 합격자에게는 DB 광고 모델 데뷔 및 장학금 100만원 제공

※ 심사 상황에 따라 최종 합격자가 배출되지 않을 수 있습니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=37&document_srl=328,259
MAROO X MANAGERSCLUB AUDITION,"마루기획, 동아방송예술대학교 매니저스클럽","20,002,003",2009,"보컬,랩,댄스",모두,2021-05-20,"마루기획과 동아방송예술대학교 매니저스클럽이 함께 온라인 오디션을 준비했습니다!

| 지원 기간 
2021.05.10 (월) ~ 2021.05.20 (목)

| 지원 대상 
노래, 춤, 랩에 관심 있으신 분 (국적 및 거주지 무관)
- 남 : 2003 - 2009년생
- 여 : 2000 - 2009년생

| 지원 방법 
프로필과 댄스/보컬/랩 영상을 메일로 전송

? 메일 주소 : managersaudition@naver.com

? 메일 제목 : [마루기획 오디션 지원] 이름/성별/나이/국적

? 메일 내용
① 10-15초 정도의 간단한 자기소개 영상 (이름/ 나이/ 특기 등)
② 전신 , 정면 사진(무보정) 각 1장
③ 댄스/보컬/랩 영상
 - 댄스 : 1분 30초 정도 분량으로 전신이 보이도록 촬영한 영상 (가요/ 팝 등 장르 무관)
 -보컬/랩 : 1절 정도의 분량으로 화면에서 얼굴 식별이 가능하도록 촬영한 영상(무반주/ 무보정 영상)
 *과한 보정또는 어플을 사용한 제출사진 또는 영상은 심사에서 제외될 수 있음을 유의해 주시기 바랍니다.

| 합격자 발표 
개별 연락 예정

| 문의 사항 
- 인스타 DM : @managersclub_official
- E-mail : managersaudition@naver.com

여러분의 많은 관심과 지원 부탁드립니다!",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=37&document_srl=326,260
MLD 엔터테인먼트 2021 MLD TOUCH Audition 2,MLD 엔터테인먼트,2004,2012,"보컬,랩,댄스,연기,모델",모두,2021-08-31,"2021 MLD TOUCH Audition 2

?접수기간
2021년 07월 19일 (월) 오후 12:00 ~ 2021년 08월 31일 (화) 오후 11:59 KST

?지원자격
2012년생(10세) ~ 2004년생(18세)
성별, 국적 제한 없음

?지원분야
보컬 / 랩 / 댄스 / 연기 / 모델

?접수방법
1. mld_audition 인스타 계정 팔로우!
2. 자유롭게 촬영한 영상/사진 + [이름/생년/키/몸무게/거주지]와 함께 DM 발송!

?합격자 발표
오디션 1차 합격자에 한해 상시 개별 DM 연락

────────────────────────

2021 MLD TOUCH Audition 2

?PERIOD
19th, July, 2021.(Mon) 12 pm ~ 31st, August, 2021.(Tue) 11:59 pm KST

?QUALIFICATION
Born in 2012(10 years old) ~ Born in 2004(18 years old)
No limitation to gender and nationality

?FIELD
Singing / Rapping / Dancing / Acting / a Model

?How to
1. Follow the Instagram account of mld_audition
2. Send freely taken videos/photos by DM with [Name/Year of birth/height/weight/location]!

?ANNOUNCE OF THE RESULT
Those who passed the 1st examination round of auditions will be individually contacted by DM at any time

────────────────────────

2021 MLD TOUCH Audition 2

?受付期間
2021年7月19日(月)午後12:00～2021年8月31日(火)午後11:59 KST

??募資格
2021年生(10?)~2004年生(18?)
性別、?籍制限なし

??募分野
ボ?カル/ラップ/ダンス/演技/モデル

?受付方法
1. mld_audition　インスタのアカウントをフォロ?!
2.自由に撮影した動?/?? + [氏名/生年月日/身長/?重/居住地]をＤＭで送信！

?合格者?表
オ?ディション1次審査合格者に限り?時個別にＤＭ連絡

────────────────────────

2021 MLD TOUCH Audition 2

??名期?
自2021年 07月 19日 (一) 中午 12:00 至 2021年 08月 31日 (二) ?上 11:59 （?????准）

?申??格
2012年出生者 至 2004年出生者
性?、?籍不限

?申???
唱歌 / ?唱 / 跳舞 / 演技 / 模特

??名方法
1. ?注 mld_audition 官方??!
2. 拍?的影片及照片（自由形式） + [姓名/生年月日/身高/?重/地址]私信?官方??!

?合格者 ?表
只限于第一次合格者，?????系



#MLD엔터테인먼트
 #MLDentertainment
 #2021_MLD_TOUCH_AUDITION2
 #MLD
 #온라인오디션
 #키즈오디션
 #주니어오디션
 #오디션
 #audition
 #캐스팅
 #casting
 #신인개발팀
 #연습생
 #모모랜드
 #MOMOLAND
 #T1419",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=37&document_srl=325,261
